14;63145560;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20220418;20220418;;11104567;Znojmo;7162;Znojmo-mìsto;-642429.15;-1193733.22;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Karel KodejšLokalizace je pøibliná.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
15;63145559;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20230412;20230412;;11104566;Tuèapy;6970;Tuèapy;-547153.02;-1182353.73;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;jedinci;øádovì niší desítky;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina BezányiováHnízdící.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
16;63145553;Osmia cornuta;zednice rohatá;Blanokøídlí;Pijálková Hela;20250309;20250309;;11104564;Milovice - Benátecká Vrutice;5755;Benátecká Vrutice;-710581.98;-1031123.6;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330;20250329;33898
17;63145552;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20220407;20220407;;11104558;Hodonín;7168;Hodonín;-564553.74;-1202322.29;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250329;33898
18;63145551;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20240322;20240322;;11104557;Buštìhrad;5851;Buštìhrad;-758341.42;-1033598.97;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
19;63145550;Osmia cornuta;zednice rohatá;Blanokøídlí;Valinová Eliška;20250316;20250316;;11104562;Litomìøice - Mìsto;5450;Litomìøice;-756520.31;-991025.07;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Na hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
20;63145542;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20230322;20230322;;11104565;Podolí u Brna;6866;Podolí u Brna;-589968.76;-1162190.93;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekPáøící se pár.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250401;33898
21;63145539;Osmia cornuta;zednice rohatá;Blanokøídlí;Bogush Petr;20240325;20240325;;11104561;Malnice;5648;Malnice;-788695.84;-1008593.53;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Datum pøiblinì.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
22;63145538;Osmia cornuta;zednice rohatá;Blanokøídlí;Pospíšilová Kristına;20240402;20240402;;11104560;Dr. Uhra, Prostìjov;6568;Prostìjov;-559994.37;-1134567.2;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku. Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
23;63145449;Osmia cornuta;zednice rohatá;Blanokøídlí;Srbková Hana;20250317;20250317;;11104559;Slanı;5750;Slanı;-764377.19;-1023979.78;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
24;63145447;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20250309;20250309;;11104572;Høedle;5848;Høedle;-788691.54;-1025306.7;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav KoïousekPáøící se pár.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250329;33898
25;63145446;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20230319;20230319;;11104569;Újezd u Brna;6866;Újezd u Brna;-588486.64;-1171935.79;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav KoïousekNa hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
26;63145445;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20250326;20250326;;11104568;Lednice na Moravì;7266;Lednice na Moravì;-588743.7;-1206201.87;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek, Kateøina Bezányiová;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
27;63145430;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20210326;20210326;;11104556;Meziboøí;6563;Meziboøí;-623484.82;-1133949.59;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Petr BogushHnízdící.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
28;63145423;Osmia cornuta;zednice rohatá;Blanokøídlí;Hanzlík Václav;20250316;20250316;;11104555;Za Lesem, Neratovice;5753;Neratovice;-733652.93;-1024321.4;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;30;20250330
29;63145422;Osmia cornuta;zednice rohatá;Blanokøídlí;Hanzlík Václav;20240315;20240315;;11104554;Za Lesem, Neratovice - Neratovice;5753;Neratovice;-733652.93;-1024321.4;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku. Det.: Václav KoïousekNa hmyzím domì.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;10;20250330
30;63145296;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20240329;20240329;;11104571;Prostìjov;6568;Prostìjov;-559615.44;-1133768.65;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekHnízdící.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
31;63145295;Osmia cornuta;zednice rohatá;Blanokøídlí;Veselá Zuzana;20250309;20250309;;11104570;Praha - ikov;5952;ikov;-740700.93;-1043738.68;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekNa hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
32;63138458;Messor structor;;Blanokøídlí;Ohryzek Jiøí;20250326;20250326;;11098715;Prasklice, NPP Køéby, Matìjùv písek;6769;Prasklice;-555362.43;-1154924.07;OHRYZEK J. (2025) Terénní zápisky - náhodná pozorování.;0;9;0;hnízda;;;;0;Na xerotermním kopeèku. Desítky jedincù aktivnì nosí potravu a upravují vhod do hnízd. V jednom hnízdì donesené obilky jeèmene ze sousedního pole.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Ohryzek Jiøí;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;8;20250327;20250326;1115
33;62532881;Chalicodoma parietina;maltáøka zední;Blanokøídlí;Facebook Uivatel;20230610;20230610;;11096725;Lom Alkazar;6050;Hostim u Berouna;-766010.36;-1055160.98;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;0;Nález ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;CR;;;;50;20250326
34;62532689;Chalicodoma parietina;maltáøka zední;Blanokøídlí;Facebook Uivatel;20190422;20190422;;11096724;NPP Kotız;6050;Tmaò;-771881.46;-1058213.73;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Nález ze skupiny Urèování bezobratlıch na Facebooku.Det.: Michal Perlík, Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;CR;;;;50;20250326;20250325;33898
35;62470932;Liometopum microcephalum;mravenec luní;Blanokøídlí;Krása Antonín;20250323;20250323;;11075215;Pøísnotice, 381;7065;Nosislav;-597924;-1184263.45;KRÁSA A. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;kolonie;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Krása Antonín;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;4;20250324;20250323;1602
36;62468339;Osmia cornuta;zednice rohatá;Blanokøídlí;Funk Andrej;20250320;20250320;08:34;11072238;Praha 4-Michle, Drustevní ochoz 25;5952;Michle;-741408.81;-1046701.82;FUNK A. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Zkoumá hnízdni 'hotel' na balkonu;;;;Mobilní sbìr dat;ND - Databáze BioLog;Funk Andrej;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;5;20250321;20250320;25207
37;61875988;Osmia cornuta;zednice rohatá;Blanokøídlí;Ohryzek Jiøí;20240429;20240429;;9912795;Prasklice, NPP Køéby;6769;Prasklice;-555562.29;-1155114.89;OHRYZEK J. (2024) Terénní zápisky - náhodná pozorování.;0;1;0;jedinci;;;;0;Na stepi.;;;;Mobilní sbìr dat;Nálezová data ochrany pøírody;Ohryzek Jiøí;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;8;20250313
38;61871704;Liometopum microcephalum;mravenec luní;Blanokøídlí;Horal David;20250310;20250310;17:15;10853585;Luánky;6765;Èerná Pole;-597904.55;-1159702.67;HORAL D. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;kolonie;;;;0;Aktivní kolonie v mohutném dubu na zahrádce kavárny Ponava;;;;Mobilní sbìr dat;ND - Databáze BioLog;Horal David;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;10;20250312;20250311;250
39;61870882;Scolia sexmaculata;ahalka šestiskvrnná;Blanokøídlí;Hrouzek Martin;20240613;20240613;;10851912;Dubòany;7068;Dubòany;-567001.87;-1193696.4;HROUZEK M. (2025) Terénní zápisky - náhodná pozorování.;0;10;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;VU;;;;64;20250311
40;61870789;Bembix rostrata;dlouhoretka obecná;Blanokøídlí;Hrouzek Martin;20240610;20240610;;10851934;Bzenec, 426;7069;Bzenec;-551349.25;-1192188.05;HROUZEK M. (2025) Terénní zápisky - náhodná pozorování.;0;3;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;EN;;;;16;20250311
41;61870784;Scolia sexmaculata;ahalka šestiskvrnná;Blanokøídlí;Hrouzek Martin;20240610;20240610;;10851934;Bzenec, 426;7069;Bzenec;-551349.25;-1192188.05;HROUZEK M. (2025) Terénní zápisky - náhodná pozorování.;0;3;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;VU;;;;16;20250311
42;61868516;Dasylabris maura;kodulka støíbøitá;Blanokøídlí;Hrouzek Martin;20240704;20240704;;10204482;Bzenec;7069;Bzenec;-551150.46;-1192155.85;HROUZEK M. (2024) Terénní zápisky - náhodná pozorování.;0;3;0;samice;;;;0;Det. P. Bogusch;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;CR;;;;64;20250311
43;61868515;Bembecinus hungaricus;pískolib panonskı;Blanokøídlí;Hrouzek Martin;20240704;20240704;;10204482;Bzenec;7069;Bzenec;-551150.46;-1192155.85;HROUZEK M. (2024) Terénní zápisky - náhodná pozorování.;0;3;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;VU;;;;64;20250311
44;61868513;Bembix rostrata;dlouhoretka obecná;Blanokøídlí;Hrouzek Martin;20240610;20240610;;10204483;Bzenec, 426;7069;Bzenec;-551393.45;-1192224.61;HROUZEK M. (2024) Terénní zápisky - náhodná pozorování.;0;3;0;jedinci;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrouzek Martin;1;;;Garantováno;;;;EN;;;;32;20250311
45;61713453;Scolia sexmaculata;ahalka šestiskvrnná;Blanokøídlí;Kincl Martin;20200401;20210831;;10780745;PP Vojenské cvièištì Bzenec;7069;Bzenec;-551187.36;-1192390.21;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;VU;;;;244;20250213
46;61713452;Parnopes grandior;zlatìnka velká;Blanokøídlí;Kincl Martin;20200401;20210831;;10780745;PP Vojenské cvièištì Bzenec;7069;Bzenec;-551187.36;-1192390.21;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;RE;;;;244;20250213
47;61713451;Palarus variegatus;vosák píseènı;Blanokøídlí;Kincl Martin;20200401;20210831;;10780745;PP Vojenské cvièištì Bzenec;7069;Bzenec;-551187.36;-1192390.21;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;VU;;;;244;20250213
48;61713444;Dasylabris maura;kodulka støíbøitá;Blanokøídlí;Kincl Martin;20200401;20210831;;10780745;PP Vojenské cvièištì Bzenec;7069;Bzenec;-551187.36;-1192390.21;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;CR;;;;244;20250213
49;61713440;Bembix rostrata;dlouhoretka obecná;Blanokøídlí;Kincl Martin;20200401;20210831;;10780745;PP Vojenské cvièištì Bzenec;7069;Bzenec;-551187.36;-1192390.21;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;EN;;;;244;20250213
50;61713131;Scolia sexmaculata;ahalka šestiskvrnná;Blanokøídlí;Kincl Martin;20200401;20210831;;10780744;NPP Váté písky;7069;Bzenec;-553054.13;-1195342.04;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;VU;;;;662;20250213
51;61713130;Oxybelus mucronatus;cejpík bojovnı;Blanokøídlí;Kincl Martin;20200401;20210831;;10780744;NPP Váté písky;7069;Bzenec;-553054.13;-1195342.04;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;VU;;;;662;20250213
52;61713122;Bembix rostrata;dlouhoretka obecná;Blanokøídlí;Kincl Martin;20200401;20210831;;10780744;NPP Váté písky;7069;Bzenec;-553054.13;-1195342.04;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Šikula Tomáš;0;;;;;;;EN;;;;662;20250213
53;61712368;Bembix rostrata;dlouhoretka obecná;Blanokøídlí;Rada Stanislav;20200401;20210930;;10780739;Velké spáleništì;7069;Bzenec;-553892.07;-1193452.03;ŠIKULA T. A KOL. (2023) Dálnice D55, stavba 5510 a 5511 Bzenec - Rohatec: Monitoring bioty v Bzenecké Doubravì v letech 2021 a 2022. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Rada Stanislav;0;;;;;;;EN;;;;620;20250213
54;61710639;Sphecodes pellucidus;rudìnka lesklá;Blanokøídlí;Marhoul Pavel;20210521;20210521;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;VU;;;;1;20250212
