DRUH;celkem_sitmap_0;sitmap_0_plne_inat;procento_0_plne_inat;celkem_1_sitmap;sitmap_1_plne_inat;procento_1_plne_inat;KAT_TAX;REDLIST
Dolichovespula norwegica;2;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;VU
Hylaeus gibbus;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;VU
Lestica alata;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Megachile apicalis;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Melecta luctuosa;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Meria tripunctata;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Nomada villosa;2;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Osmia brevicornis;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;
Osmia caerulescens;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;
Osmia cornuta;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;EN
Oxybelus mucronatus;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;VU
Stenodynerus chevrieranus;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;VU
Tachytes panzeri;3;0;0,00000000000000;3;0;0,00000000000000;Blanokøídlí;VU
Abia nitens;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Ancistrocerus antilope;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Andrena argentata;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;NT
Andrena barbilabris;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena chrysopyga;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Andrena chrysosceles;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena humilis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena intermedia;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena lapponica;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena pandellei;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;NT
Andrena pusilla;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena ruficrus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;NT
Andrena taraxaci;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena tibialis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Andrena varians;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;
Anthophora pubescens;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Bombus cryptarum;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;DD
Bombus haematurus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;DD
Camptopoeum frontale;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Cephus pulcher;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Cimbex quadrimaculatus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Crossocerus vagabundus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Crossocerus walkeri;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Cryptocheilus variabilis;1;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;CR
Dioxys tridentata;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Ectemnius fossorius;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Eumenes pomiformis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Eumenes sareptanus insolatus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;CR
Gorytes quinquecinctus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Halictus leucaheneus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;NT
Lestica subterranea;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Lithurgus cornutus;1;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;CR
Mimesa bicolor;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;CR
Nomada distinguenda;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;CR
Nomada rufipes;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Odynerus reniformis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Osmia nigriventris;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Physetopoda daghestanica;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Rophites hartmanni;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Stenodynerus xanthomelas;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Systropha curvicornis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Systropha planidens;1;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Tachysphex tarsinus;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Tiphia minuta;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Tiphia unicolor;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;EN
Tracheliodes curvitarsis;2;0;0,00000000000000;2;0;0,00000000000000;Blanokøídlí;VU
Agenioideus nubecula;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Allodynerus rossii;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Ancistrocerus renimacula;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena bimaculata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena coitana;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Andrena combinata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena curvungula;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena distinguenda;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena ferox;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena floricola;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena fucata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Andrena fulvicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Andrena impunctata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena lathyri;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena mitis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena morawitzi;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena nigriceps;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena paucisquama;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena pilipes;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena polita;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena propinqua;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Andrena proxima;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;DD
Andrena rosae;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Andrena rufizona;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Andrena rugulosa;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Andrena semilaevis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena susterai;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Andrena symphyti;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena tarsata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena tscheki;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Andrena ventralis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Antepipona deflenda;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Anthocopa villosa;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Anthophora crinipes;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Aporinellus sexmaculatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Arachnospila gibbomima;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Arachnospila rufa;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Astata kashmirensis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Bembecinus hungaricus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Bembix rostrata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Bombus argillaceus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;DD
Bombus distinguendus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Bombus soroeensis proteus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Bombus wurflenii;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Bombylius fulvescens;1;0;0,00000000000000;1;0;0,00000000000000;Dvoukøídlí;NA
Cerceris hortivaga;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Cerceris quadricincta;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Cerceris ruficornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Ceylalictus variegatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Chrysura radians;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Coelioxys elongata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Colletes marginatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Corynis crassicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Corynis obscura;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Dasylabris maura;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Dasylabris regalis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Dasypoda argentata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Dolerus pachycerus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Dryudella lineata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Dryudella tricolor;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Dufourea dentiventris;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Ectemnius guttatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Ectemnius lituratus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Ectemnius nigritarsus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Evagetes littoralis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Evagetes siculus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Evagetes subglaber;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Evagetes tumidosus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Halictus calceatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus compressus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Halictus fulvicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus laevigatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus laticeps;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus pollinosus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Halictus pygmaeus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus quadrinotatulus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Halictus seladonius;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Halictus semitectus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Halictus sp.;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Harpactus moravicus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Harpactus sareptanus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Hoplitis ravouxi;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Hylaeus cardioscapus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Hylaeus duckei;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Hylaeus imparilis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;RE
Hylaeus punctulatissimus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Lasioglossum brevicorne;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Lasioglossum discum;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Lasioglossum marginellum;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Lasioglossum tricinctum;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Leptochilus alpestris;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Leucospis dorsigera;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Megachile lagopoda;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Megachile leachella;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Megachile pyrenaea;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Megalodontes fabricii;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Megalodontes flavicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Mimesa equestris;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Mutilla europaea;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Nanoclavelia leucoptera;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Nomada armata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Nomada braunsiana;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Nomada emarginata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Nomada femoralis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Nomada sexfasciata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Nomioides minutissimus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Osmia gallarum;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;NT
Osmia leaina;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Osmia melanogaster;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Osmia parietina;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Osmia uncinata;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;
Oxybelus mandibularis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Palarus variegatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Paracharactus gracilicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Pemphredon clypealis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Podagrion pachymerum;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Priocnemis agilis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Psen ater;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Pterocheilus phaleratus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Rhophitoides canus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Rophites algirus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Sapyga clavicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Sciapteryx costalis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Smicromyrme sicana;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Sphecodes cristatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Sphecodes intermedius;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Sphecodes majalis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Sphecodes pellucidus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Sphecodes rubicundus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Spinolia unicolor;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Stelis minima;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Stelis phaeoptera;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Symmorphus murarius;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Tachyagetes filicornis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Tachysphex austriacus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;CR
Tachysphex nitidus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
Tenthredo distinguenda;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Tenthredo vespiformis;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;VU
Thyreus orbatus;1;0;0,00000000000000;1;0;0,00000000000000;Blanokøídlí;EN
